,id,target_mol,routes_num,best_diff_len,best_diff_cost,best_diff_end_diff,best_diff_aver_step_diff,best_len_len,best_len_cost,best_len_end_diff,best_len_aver_step_diff,best_cost_len,best_cost_cost,best_cost_end_diff,best_cost_aver_step_diff,best_diff_route,best_len_route,best_cost_route
0,0,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C,10,1,2.4467518132334978,2,2.0,1,0.10531084108826635,5,5.0,1,2.4467518132334978,2,2.0,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.0866>CNOC.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.9000>CO.CN(C)O.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.0866>CNOC.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O
1,1,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C,10,1,2.4467518132334978,2,2.0,1,0.10531084108826635,5,5.0,1,2.4467518132334978,2,2.0,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.0866>CNOC.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.9000>CO.CN(C)O.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O,CON(C)C(=O)CC1COCCN1C(=O)OC(C)(C)C>0.0866>CNOC.CC(C)(C)OC(=O)N1CCOCC1CC(=O)O
